dataset,validation_day,row_index,x_residual,y_residual,z_residual,clock_residual,horizon_min
GEO,2025-09-07,41,-20.537241502285156,-28.138021871796877,-16.32260102274512,-11.466223789614013,1496.0
GEO,2025-09-07,42,8.825279483447265,18.377145112819825,13.2373989376416,-1.4429869686823729,1511.0
GEO,2025-09-07,43,-23.01351797799805,-30.040195477426757,-16.270601737750976,-11.13802841849121,1526.0
GEO,2025-09-07,44,8.347931183117677,17.77712325062256,7.729457709716797,-1.872834540187256,1540.0
GEO,2025-09-07,45,-30.341588892690428,-40.25628660729736,-27.755487380483398,-12.460338812606444,1556.0
GEO,2025-09-07,46,12.809276853400878,22.51611133594482,6.842062260639649,-1.32252024991333,1571.0
GEO,2025-09-07,47,-11.777370802977051,-10.846949555157714,-6.8361173909882815,-6.644515575222168,1586.0
GEO,2025-09-07,48,-12.069456286245606,-11.435008924360352,-4.130832431229492,-6.794115835667236,1600.0
GEO,2025-09-07,49,-9.441324185444824,-9.7992042149292,-9.219917389460937,-6.9737498304492185,1616.0
GEO,2025-09-07,50,-12.75195926475586,-11.970467362248048,-8.768399867998047,-6.6003766909729,1631.0
GEO,2025-09-07,51,-11.162900053354493,-11.201243505310059,-9.303226988968749,-7.175971747807373,1646.0
GEO,2025-09-07,52,-8.940920069396483,-8.928229395453613,-9.107621924391601,-7.238889264294678,1661.0
MEO,2025-09-02,0,-0.9744109361219178,1.1681212301525878,4.675324441548096,-16.646521583304686,1260.0
MEO,2025-09-02,1,-1.1268105210377501,0.8642538898547973,4.921768984639892,-17.740751394866212,1320.0
MEO,2025-09-02,2,-1.4914696198448791,0.6273168068320313,5.079929009119384,-18.578914539913086,1380.0
MEO,2025-09-02,3,-1.6403326766897888,0.510539397130188,5.036632861623779,-18.615118507390626,1440.0
MEO,2025-09-02,4,-1.8296517989009096,0.49358019826431276,4.96288444809082,-19.813093260711913,1500.0
MEO,2025-09-02,5,-2.0722917526905515,0.33982024481774903,4.653081387664795,-20.734989042546875,1560.0
MEO,2025-09-02,6,-1.9276424105024415,0.2831757926077271,4.539126782093262,-21.67062048429004,1620.0
MEO,2025-09-03,0,0.24889255305053712,-0.057228293296234134,0.05750065114395142,-0.2832682517429962,1200.0
MEO,2025-09-03,1,-0.06465002547904969,-0.32200656999938965,0.02751214567498783,-0.049992586194664,1260.0
MEO,2025-09-03,2,-0.37027541145568843,-0.49149995249118045,-0.1679156604452514,0.09042650059707641,1320.0
MEO,2025-09-03,3,-0.45995974742707824,-0.529419710972229,-0.40595332169885257,0.2783330213337002,1380.0
MEO,2025-09-03,4,-0.6019958454286805,-0.5346157995473633,-0.756667122517334,0.2084133848166294,1440.0
MEO,2025-09-05,0,0.025173686141906737,0.30254687266867064,-0.10906384481796266,0.43779441907198335,60.0
MEO,2025-09-05,1,-0.11480678657534793,0.38948632039945985,-0.4823063721195221,0.21878148655226898,120.0
MEO,2025-09-05,2,0.018341980878479047,0.2599163539040833,-1.0752517583744354,0.191618244569294,180.0
MEO,2025-09-05,3,-0.1542981349188538,0.0830381137769623,-1.2803561798820953,0.029049859212345125,240.0
MEO,2025-09-05,4,-0.04480334855218504,-0.3312684334010925,-1.3672622685086517,-0.19085835263373566,300.0
MEO,2025-09-05,5,-0.10887040677658077,-0.6198841859460449,-1.2764606923435058,0.006203556840127945,360.0
MEO,2025-09-06,0,0.5698781533597412,0.2504874041255798,-0.2022094542418213,-0.0419656191179657,1260.0
MEO,2025-09-06,1,0.36906375167880245,0.37538419355920405,-0.5620935520945435,0.02157366503002167,1320.0
MEO,2025-09-06,2,0.12421964993768309,0.3107620570417481,-1.0592701021516113,0.35782823952257536,1380.0
MEO,2025-09-06,3,0.19124620269763182,0.030221674831115708,-1.2534321304222718,0.12969452625325012,1440.0
MEO,2025-09-06,4,-0.06879132447164915,-0.3478112708361511,-1.2948591112894592,-0.1081103436615982,1500.0
MEO,2025-09-06,5,-0.14803360387289433,-0.5735057666985474,-1.1938922798618774,-0.225667411446167,1560.0
MEO,2025-09-06,6,0.5425410049604492,-1.545754218055603,-0.09353112797924806,0.7745030745171217,1980.0
MEO,2025-09-07,0,-0.007663160158111575,0.992792824280655,-1.0439128673328093,-0.4965020760817261,960.0
MEO,2025-09-07,1,-0.1769956792651367,0.8440205953363342,-1.2384567797846069,-1.3190863518223268,1020.0
MEO,2025-09-07,2,-0.5675626213571168,0.5215490850059967,-1.2167768396237946,-0.5323160793561096,1080.0
MEO,2025-09-07,3,-0.7523385884948425,0.4270732181702881,-1.1057075668595124,-0.6210005881918029,1140.0
MEO,2025-09-07,4,-2.376032521178375,0.9604490004865188,-0.45533350125016786,-0.505701432514923,1307.0
MEO,2025-09-07,5,-1.0418575168452455,0.22750309499188232,0.06760892649205019,0.9934621713573915,1320.0
MEO,2025-09-07,6,-0.8746638108704834,0.03820939391226196,0.253926358999939,-0.6178339498568726,1380.0
MEO,2025-09-07,7,-0.6160210370940247,-0.24005123575917053,0.2686391407302551,-1.2983324664556273,1440.0
MEO,2025-09-07,8,-0.5862565464009705,-0.5599346343186036,0.17908081220758054,-0.3272506240117798,1500.0
MEO,2025-09-07,9,-0.4986910107557373,-0.8761733772503547,-0.1416940095984497,-0.2868313226630249,1560.0
MEO2,2025-09-04,0,7.6128186207573245,2.16419547533313,-0.3134966418125,-0.3559377928290558,1556.0
MEO2,2025-09-04,1,8.02564290959082,1.891092567104187,-0.6869249490429382,-0.39949615351586915,1560.0
MEO2,2025-09-04,2,8.004886757117188,1.8747089542058717,-0.6604578384115295,-0.4191017468779144,1570.0
MEO2,2025-09-04,3,8.066312674551758,1.9635858142611085,-0.7063205540845032,-0.40380807272821045,1580.0
MEO2,2025-09-04,4,7.853278750257324,2.415527572784363,-0.7916609160420532,-0.3749442239318085,1644.0
MEO2,2025-09-04,5,8.462056275445313,1.8600889197669068,-0.7821427885359802,-0.46873636050198364,1650.0
MEO2,2025-09-04,6,8.356263369200196,2.4509965889400025,-1.2598789634032288,-0.41819156689015197,1724.0
MEO2,2025-09-04,7,8.757250784374023,2.034671727970642,-1.0170470999714967,-0.44857945805335997,1730.0
MEO2,2025-09-04,8,8.877053726743164,1.96268591630896,-0.9430987985005799,-0.48564332684477235,1740.0
MEO2,2025-09-04,9,8.816066743589355,2.1146364737335204,-1.4079637695852967,-0.5213737075269929,1808.0
MEO2,2025-09-04,10,9.169370129503418,2.0373086217368166,-1.0446047854498597,-0.4058456693876801,1810.0
MEO2,2025-09-04,11,9.161376350610352,2.0288834158931883,-1.1070341041912537,-0.41055341700573733,1820.0
MEO2,2025-09-04,12,9.280172615882325,2.052226011166504,-1.0287311105605164,-0.43271073817037964,1830.0
MEO2,2025-09-04,13,9.198552780666503,1.8556634823164062,-1.6207760500474855,-0.3838688959671478,1899.0
MEO2,2025-09-04,14,9.584804056206055,2.011083543074341,-1.0297659098865968,-0.46773828166511533,1900.0
MEO2,2025-09-04,15,9.609541518445312,2.009240604446045,-1.0751109100916443,-0.45242642890107726,1910.0
MEO2,2025-09-04,16,9.559219490592774,1.9826141853532715,-1.0741898211800232,-0.45456295759072873,1920.0
MEO2,2025-09-06,0,0.4949525666257019,0.5179684062029419,-0.27491619833238223,0.03989643146637344,68.0
MEO2,2025-09-06,1,0.3681450635506897,-0.21411149245033265,0.23495043406462096,0.018357610699095726,70.0
MEO2,2025-09-06,2,0.3759653236307526,-0.29116139945213315,0.2351133008715668,0.035650459222501756,80.0
MEO2,2025-09-06,3,0.4183390068838196,-0.3008166404206696,0.26351798668710325,0.03294489202941704,90.0
MEO2,2025-09-06,4,0.37240600580810546,-0.2827662525274506,0.22648406064959717,0.05023519598187161,100.0
MEO2,2025-09-06,5,0.3985148887946472,-0.27912698825021365,0.2008910033284607,0.032620864416611675,110.0
MEO2,2025-09-06,6,0.20786063718244935,0.223538274132431,-0.540947578421875,0.19745643202626037,175.0
MEO2,2025-09-06,7,0.3418245871864319,-0.34374350664219666,0.20172362072550964,0.0038940342542591096,180.0
MEO2,2025-09-06,8,0.39796040965530394,-0.37871794807870485,0.24743993484013366,0.0037439078491988183,190.0
MEO2,2025-09-06,9,0.2689861060586243,-0.3028677536000671,0.17229203691030884,0.003609209733909607,200.0
MEO2,2025-09-06,10,0.38268271819604494,-0.40826833580378724,0.2387062776951294,0.003458450960821152,210.0
MEO2,2025-09-06,11,0.4097657275013733,-0.36037832126646424,0.2510154838122253,0.020775731800649642,220.0
MEO2,2025-09-06,12,0.29686100029208373,-0.2988663951502686,0.17868757073638916,0.03806909727676201,230.0
MEO2,2025-09-06,13,0.3281734180760498,-0.36304062594749453,0.20013803788859558,0.017921880160879613,240.0
MEO2,2025-09-06,14,0.22925763589794923,-0.31481197828051755,0.1440815140223999,0.03267631446457052,250.0
MEO2,2025-09-06,15,-0.15386381693380735,-0.6776805783589783,1.2208346672097017,-0.05121763049095249,614.0
MEO2,2025-09-06,16,0.3188329091257019,-0.5189654829752808,0.4052168488025055,0.040151315171817775,620.0
MEO2,2025-09-06,17,0.33566016938591003,-0.5191998333410034,0.34787346563900756,0.020199041961286544,630.0
MEO2,2025-09-06,18,0.31772423779652403,-0.564877230590332,0.3845328664558563,0.0027953828153076173,640.0
MEO2,2025-09-06,19,0.23860090554525756,-0.6505802760716247,0.5114237797037201,-0.017157785593895435,650.0
MEO2,2025-09-06,20,0.3270192812654724,-0.6037962439725952,0.3692796433895416,-0.014546957923358441,660.0
MEO2,2025-09-06,21,0.3104690741944275,-0.6448445171342468,0.45945830077612304,-0.01450668008465147,670.0
MEO2,2025-09-06,22,-0.4828943662382049,-1.2977607322177733,0.6990670787504272,-0.014833214058677675,743.0
MEO2,2025-09-06,23,0.3455367041950073,-0.6213039646998291,0.32094040106144717,0.0233378204378891,750.0
MEO2,2025-09-06,24,0.17199950418814086,-0.7030041102571106,0.3035122828504028,0.0408380558722105,760.0
MEO2,2025-09-06,25,0.2905636565033112,-0.7472672727021179,0.3747042974015503,0.005982256652308464,770.0
MEO2,2025-09-06,26,0.2487552664616089,-0.7135318424438172,0.26860031451097105,0.0060388177349100115,780.0
MEO2,2025-09-06,27,0.2470741342684021,-0.7202140542637023,0.29900105636520385,0.006081742392374039,790.0
MEO2,2025-09-06,28,-0.5317084002305603,-1.590546756880371,-0.17607270587966917,-0.06659684061576843,862.0
MEO2,2025-09-07,0,0.3706012478129425,-0.1798636469955139,-0.23136219288302612,0.009506145169462205,1408.0
MEO2,2025-09-07,1,0.32189230658950807,-0.20521267842974855,-0.26355615885923767,0.009250322231763839,1418.0
MEO2,2025-09-07,2,0.3331468627261658,-0.21082806630593873,-0.2664272954860687,0.029006351874662398,1428.0
MEO2,2025-09-07,3,0.3567354235140686,-0.2443829957747345,-0.23543020399897766,0.04622179445360183,1438.0
MEO2,2025-09-07,4,0.30794489797036745,-0.26065878579685975,-0.2105505394519043,0.028526411549640654,1448.0
MEO2,2025-09-07,5,0.26131169173324587,-0.21790955202085877,-0.15342519941383362,0.02827787135679817,1458.0
MEO2,2025-09-07,6,0.23554168598010253,-0.2552675330190888,-0.22046777199923706,0.0306039455256176,1468.0
MEO2,2025-09-07,7,0.248877394887619,-0.23316317822535704,-0.25211987984394835,0.027783066321163178,1478.0
MEO2,2025-09-07,8,0.23852807700427245,-0.21257659628137207,-0.24425554616337586,0.027523492620779036,1488.0
MEO2,2025-09-07,9,0.23090777911837768,-0.29685722143867493,-0.23891951686964416,0.04471339460943222,1498.0
MEO2,2025-09-07,10,0.14665415549331665,-0.2442819328634491,-0.20961228361541748,0.04446461580033302,1508.0
MEO2,2025-09-07,11,0.1824023391503601,-0.28405647707359316,-0.2780934072100372,0.041663412152383804,1518.0
MEO2,2025-09-07,12,0.18735028018832398,-0.3094315563540344,-0.2633590957247467,0.058848833419130324,1528.0
MEO2,2025-09-07,13,0.20096226409945678,-0.33155556422523497,-0.27035530671801755,0.04113169029221344,1538.0
MEO2,2025-09-07,14,-0.04823170461320497,-0.29643301844285586,-0.22191599733470155,0.04402046086049843,1558.0
MEO2,2025-09-07,15,-0.6777460404082032,-0.19266901491696165,-0.39997665910162356,0.019816529761955262,1628.0
MEO2,2025-09-07,16,0.16754336997451783,-0.38871223060969545,-0.4083485561556549,0.055990729432538036,1638.0
MEO2,2025-09-07,17,0.11878671638493346,-0.39461164511436464,-0.4671627651687317,0.018268750716268538,1648.0
MEO2,2025-09-07,18,0.1446413699489746,-0.3959088179627991,-0.45924674381669617,0.018013892431079863,1658.0
MEO2,2025-09-07,19,-0.5305952409263458,-0.40855401411087033,-0.9113648163787078,-0.09334420459209061,1725.0
MEO2,2025-09-07,20,0.052512113269195554,-0.4886878208583374,-0.6135415321842651,0.0362791290120821,1728.0
MEO2,2025-09-07,21,0.18520419627378845,-0.5383985486242676,-0.5811245967651825,0.0385841167393732,1738.0
MEO2,2025-09-07,22,-0.2941434833654938,-0.5980343495109558,-1.031090394001358,0.012141164779312133,1792.0
MEO2,2025-09-07,23,0.062132853929245,-0.6050387877072754,-0.7290807235234222,0.07495893286428737,1798.0
MEO2,2025-09-07,24,0.12167198736827087,-0.6274663363205262,-0.7135170600282745,0.07479440355561065,1808.0
MEO2,2025-09-07,25,0.1794339377643585,-0.6593935338469543,-0.5932421022146454,0.03723611485693931,1818.0
MEO2,2025-09-07,26,0.10360817210066223,-0.6496756080738525,-0.7404895687383576,0.037140706447105404,1828.0
MEO2,2025-09-07,27,0.12373096273455811,-0.7009323202946472,-0.7271587609870453,0.054567408178547855,1838.0
MEO2,2025-09-07,28,0.0884283523564453,-0.732436503741394,-0.7433224292855072,0.01976682088151455,1848.0
MEO2,2025-09-07,29,0.19664050216272735,-0.7002668042899475,-0.6167847101420441,0.05225123812978077,1858.0
MEO2,2025-09-07,30,0.13185017356159212,-0.7464088271802674,-0.7109537942390595,0.03492805190250683,1868.0
MEO2,2025-09-07,31,0.22264231763557435,-0.7204224281149597,-0.6490767462059479,0.052524592481301306,1878.0
MEO2,2025-09-07,32,0.054267252202850336,-0.8151384559673462,-0.6804945243195953,0.03265615220364666,1888.0
MEO2,2025-09-07,33,0.11394764111801148,-0.8339009137200928,-0.663346320073349,0.015352388579666138,1898.0
MEO2,2025-09-08,0,-0.3414579479949341,0.08354480601446534,-0.5284207831641845,0.12583151514533997,1476.0
MEO2,2025-09-08,1,-0.16586342063980103,-0.8170496952806091,-0.2361503692460022,0.16713479043222046,1480.0
MEO2,2025-09-08,2,-0.23615718774624633,-0.7093520796871032,-0.3114660571110077,0.1328426564367981,1490.0
MEO2,2025-09-08,3,-0.19231182360856627,-0.6754272652593079,-0.3652513136509094,0.13345476653399657,1500.0
MEO2,2025-09-08,4,-0.19942317922538758,-0.7985191472367859,-0.36617563643063356,0.11916134169035339,1510.0
MEO2,2025-09-08,5,-0.27435221168823243,-0.7046946140827332,-0.35736725856054685,0.1546718540319519,1520.0
