dataset,validation_day,row_index,x_residual,y_residual,z_residual,clock_residual,horizon_min
GEO,2025-09-06,2,2.0135237498309326,1.0672602730244138,-0.005596726196350099,-1.6237293901593017,360.0
GEO,2025-09-06,3,-0.428776558015625,-2.0783654865,0.5357162873318482,0.14764950830178836,480.0
GEO,2025-09-06,4,-2.04026010657782,-4.2707313005817875,0.8404596126949463,0.5764763183389894,600.0
GEO,2025-09-06,5,-4.133989069907471,-6.892772752662354,1.4509989307295532,3.3757616264404295,720.0
GEO,2025-09-06,6,-12.564850744064454,-25.392032197878418,-6.57985129285614,-0.7997539061783447,840.0
GEO,2025-09-06,7,-2.3165595790927735,5.696520396442871,15.55977550937561,7.880139860232467,960.0
GEO,2025-09-06,8,-4.327003847323242,-8.127451788732422,4.913892736585938,1.1979839592012937,1080.0
GEO,2025-09-06,9,-7.188436843295898,-11.77419341011963,1.7606849127983395,0.4214666397868654,1200.0
GEO,2025-09-06,10,-9.606370624155273,-14.836638968224609,-0.647389371998047,-0.9590714473792725,1320.0
GEO,2025-09-07,0,-6.0451046821082155,-7.231628667086303,-0.40596214396740704,2.77381989472229,360.0
GEO,2025-09-07,1,-2.5197678545561524,-5.704562984648438,-3.2806138648410643,3.6493562495737306,480.0
GEO,2025-09-07,2,2.3965970533564445,-4.726928305191406,-11.77945764168457,4.163652335781494,600.0
GEO,2025-09-07,3,-10.558097537675293,-15.168607376111817,-6.090023271625732,4.351265893978027,720.0
GEO,2025-09-07,4,-13.853366959994629,-18.792999420773437,-6.979380087412842,6.409341320288085,840.0
GEO,2025-09-07,5,-17.445230275029296,-33.006759119423826,5.7364865316845695,9.174714630704102,960.0
GEO,2025-09-07,6,-2.7946751276171877,-2.1764633068652337,-5.590514322260742,15.58470004367334,964.0
GEO,2025-09-07,7,-16.04274638378125,-25.312563509077147,-6.959664157403321,12.009926282492188,984.0
GEO,2025-09-07,8,-14.639187503948243,-20.688469003990235,-7.132610560191406,12.543446995362793,1000.0
GEO,2025-09-07,9,-15.168441798524414,-21.292875993938477,-8.230054409882813,12.503302412886718,1015.0
GEO,2025-09-07,10,-35.02087732780762,-50.02317472194336,-28.131390882141112,7.086887641088867,1030.0
GEO,2025-09-07,11,-6.242360901108887,0.3881202152880867,7.129736335473632,21.89937899978418,1045.0
GEO,2025-09-07,12,-22.447572931387697,-38.54892701972168,-10.424925338458984,7.016002754887695,1060.0
GEO,2025-09-07,13,-16.957104712693358,-25.013347130351562,-8.993328363455078,12.126117220575683,1075.0
GEO,2025-09-07,14,-14.481274995986816,-22.843093376844728,-6.366297246096435,12.072528972174805,1090.0
GEO,2025-09-07,15,-17.79294515753613,-26.47635184277246,-11.04244037767505,11.843025494904785,1105.0
GEO,2025-09-07,16,-16.559493530641603,-25.506096716510744,-9.670909523486328,11.604747898368652,1120.0
GEO,2025-09-07,17,-13.715350926259276,-22.7035679815459,-5.497871628036377,11.88281188709082,1135.0
GEO,2025-09-07,18,-7.730595123088866,-21.33611872082617,-11.717976375761474,7.687515434536133,1150.0
GEO,2025-09-07,19,-16.446013197149416,-25.20037345992285,-7.545401600497558,11.29961128630713,1165.0
GEO,2025-09-07,20,-20.23264964713574,-25.141911093498045,-12.726382833232421,14.592140398002442,1180.0
GEO,2025-09-07,21,-17.94271850240332,-27.48473873361719,-8.3320619005083,11.076481106536132,1196.0
GEO,2025-09-07,22,-18.61122292295117,-28.867475726003907,-7.789079144532226,10.784025479645996,1211.0
GEO,2025-09-07,23,-15.188165522646484,-26.3817227964375,-10.05747879864746,10.492565311181153,1225.0
GEO,2025-09-07,24,-18.620390288683595,-28.632872793483397,-9.259262628552735,10.850141774586426,1240.0
GEO,2025-09-07,25,-11.703827217432618,-23.673817269282225,-5.288700482494141,9.949289742767577,1256.0
GEO,2025-09-07,26,-16.725181266610353,-27.220549653882813,-2.726620357448242,10.42628599303125,1270.0
GEO,2025-09-07,27,-15.215180840625976,-26.56913667913281,-6.230703055103516,9.589571085125977,1285.0
GEO,2025-09-07,28,-8.929898239632813,-26.024231880796876,-5.554247186592773,5.540248229593262,1300.0
GEO,2025-09-07,29,-10.131386019694336,12.030024670268553,30.43357922430664,32.59624783870849,1320.0
GEO,2025-09-07,30,-23.442911967699217,-69.39486636911133,-40.36379489479492,-14.218848137988282,1324.0
GEO,2025-09-07,31,-23.274501576916016,-28.85079525808008,-17.776234057138673,13.40082655027783,1345.0
GEO,2025-09-07,32,-14.100432791157226,-27.407932378345702,-8.693292436029298,8.879069744296874,1361.0
GEO,2025-09-07,33,-12.920987911532226,-31.67830232908203,-7.901461795696289,4.023232306449219,1376.0
GEO,2025-09-07,34,-16.20478054892383,-23.39490698686621,-2.0825028133251955,12.758194214902343,1390.0
GEO,2025-09-07,35,-16.501684363475096,-28.905567321987306,-7.775587270515625,8.402419453739258,1406.0
GEO,2025-09-07,36,-15.388704546185547,-28.881421930831056,-13.786066387682617,7.764254149150635,1421.0
GEO,2025-09-07,37,-15.598393042073731,-28.62912824054199,-8.57739716859668,7.982504237723389,1436.0
GEO,2025-09-07,38,-12.5902131799917,-25.681864291507814,-7.368142936071289,7.59936746765039,1451.0
GEO,2025-09-07,39,-11.185339331412598,-24.484006360422853,-7.122028918189454,7.165770186927002,1466.0
GEO,2025-09-07,40,-11.569349914975097,-24.53140833555957,-14.572224907407227,6.9205172996118165,1481.0
GEO,2025-09-07,41,-25.180722756862792,-47.330536291352544,-18.523847284341798,0.907671855527588,1496.0
GEO,2025-09-07,42,4.6087830158569325,-0.7016178952978507,10.777312115131835,10.608020302130615,1511.0
GEO,2025-09-07,43,-26.837175013825686,-49.04015923780273,-19.03742264534375,0.6390897875329591,1526.0
GEO,2025-09-07,44,4.841551101940919,-1.2036268333007811,4.63882241003418,9.688969754398926,1540.0
GEO,2025-09-07,45,-33.54240600084472,-59.284842477353514,-31.25200265453125,-1.1135709102321778,1556.0
GEO,2025-09-07,46,9.831229482490233,3.374432525825192,2.94608714772461,9.861661917139893,1571.0
GEO,2025-09-07,47,-14.594436041929688,-30.160863854168944,-11.135491017697266,4.416854797550049,1586.0
GEO,2025-09-07,48,-14.780462450796387,-30.9492243937207,-8.79681181660547,4.180895513057129,1600.0
GEO,2025-09-07,49,-12.10336298854541,-29.581935271142576,-14.31344613701953,3.9708080747479246,1616.0
GEO,2025-09-07,50,-15.422444761276855,-32.02522734149609,-14.25376668928711,4.37422481621399,1631.0
GEO,2025-09-07,51,-13.860417448374024,-31.531963453125,-15.132380049881835,3.8552985177718506,1646.0
GEO,2025-09-07,52,-11.673937990844237,-29.524589602057617,-15.228048102370117,3.8724948890714113,1661.0
MEO,2025-09-02,0,-2.0523841230916746,10.959934603718262,-19.195329187754883,-0.4597416074135742,1260.0
MEO,2025-09-02,1,-2.255828052909546,11.163549196060547,-20.14492575184082,-0.7467581125480958,1320.0
MEO,2025-09-02,2,-2.6664723735794675,11.42627272419043,-21.152970179875975,-0.7651144434012451,1380.0
MEO,2025-09-02,3,-2.8579538243223874,11.798944696316894,-22.336978111734375,0.03094347929417418,1440.0
MEO,2025-09-02,4,-3.0920182725756837,12.249053275561524,-23.542374112089846,-0.3256375648443756,1500.0
MEO,2025-09-02,5,-3.387557885045288,12.537798502950684,-25.00582888684082,-0.4129784956241913,1560.0
MEO,2025-09-02,6,-3.3040738756513672,12.915717329892578,-26.29813155683496,-0.5414898526047821,1620.0
MEO,2025-09-03,0,0.33329895873786924,0.08417842161999511,0.13607268597976685,-0.34519449091313026,1200.0
MEO,2025-09-03,1,0.07261863697364807,-0.07654456962936401,0.2690590447552643,-0.12743411649683095,1260.0
MEO,2025-09-03,2,-0.13876918300872798,-0.06360327404345706,0.3573879268722153,0.002031027981119156,1320.0
MEO,2025-09-03,3,-0.10480001770791625,0.08596394386061096,0.4125538728201904,0.21509456635106183,1380.0
MEO,2025-09-03,4,-0.18836565791723636,0.16814099275953676,0.24279059442449952,0.18298707805482817,1440.0
MEO,2025-09-05,0,0.13829692422860718,0.2298097749284973,0.02141596780410765,0.302117512627851,60.0
MEO,2025-09-05,1,0.012745663127868623,0.29566413917463685,-0.36406059165153504,0.09769946469745111,120.0
MEO,2025-09-05,2,0.14537402242816166,0.18152262636311345,-0.9249555173294373,0.09237335662870837,180.0
MEO,2025-09-05,3,-0.04821915256564335,0.01899462169818117,-1.155568163801239,-0.03355285076647377,240.0
MEO,2025-09-05,4,0.02642324828009035,-0.3943952954501953,-1.3204308991086273,-0.19366790697219086,300.0
MEO,2025-09-05,5,-0.11161543908706661,-0.5784082640767669,-1.2377196699951019,0.12059867981523895,360.0
MEO,2025-09-06,0,0.5816050691960755,0.19141401554907223,-0.14457513040644837,0.02202842811400652,1260.0
MEO,2025-09-06,1,0.2642052936366577,0.38703028549722285,-0.36313546810730746,0.17727290321113587,1320.0
MEO,2025-09-06,2,-0.06134904036230471,0.38359309170208744,-0.7058993238889961,0.5624061176401367,1380.0
MEO,2025-09-06,3,-0.01626224208843996,0.1413894931389923,-0.8312052655777111,0.3485373455863266,1440.0
MEO,2025-09-06,4,-0.2939360683910217,-0.2634696255953674,-0.9180155545277175,0.13565635159940337,1500.0
MEO,2025-09-06,5,-0.3819436280390015,-0.5252620056359253,-0.9178327417358856,0.05123806560079955,1560.0
MEO,2025-09-06,6,0.09864763194790649,-1.618941211654541,-0.5994039736289674,1.2098990240372924,1980.0
MEO,2025-09-07,0,0.6154132191410523,0.6005851123456116,0.0711734795318909,0.2590438976960449,960.0
MEO,2025-09-07,1,0.44852609979522706,0.5280823610071106,-0.13992845422689815,-0.5814631967052918,1020.0
MEO,2025-09-07,2,0.022392231700744614,0.326737725958107,-0.1994793630937195,0.11228384637054252,1080.0
MEO,2025-09-07,3,-0.22381508376080317,0.37440433377373505,-0.2361169863961029,-0.11156351889496613,1140.0
MEO,2025-09-07,4,-2.1447710294028624,0.734744077214386,-0.3120797576016388,-0.122088933873909,1307.0
MEO,2025-09-07,5,-0.815594858010788,-0.014944191852371225,0.17061731596501162,1.3992463163549882,1320.0
MEO,2025-09-07,6,-0.6662897278283386,-0.2954085913363037,0.17826636868927004,-0.10090284072649003,1380.0
MEO,2025-09-07,7,-0.43087822198095704,-0.6722251733182983,0.07494824469601435,-0.6798322672867069,1440.0
MEO,2025-09-07,8,-0.4197312420834961,-1.0464044991638795,-0.07127127242910769,0.3575137463104477,1500.0
MEO,2025-09-07,9,-0.3426858666364746,-1.390654079829376,-0.4001582863890686,0.42216716373662566,1560.0
MEO2,2025-09-04,0,4.229837797240479,1.043262777083313,-1.2453516051151123,-0.03123304890729904,1556.0
MEO2,2025-09-04,1,4.634469070021728,0.7679518147886658,-1.6188580540348512,-0.07385983369975663,1560.0
MEO2,2025-09-04,2,4.592888008337891,0.7460648454335937,-1.5922903307630616,-0.09109713335919953,1570.0
MEO2,2025-09-04,3,4.632872466116699,0.8293436968561707,-1.6382130087086793,-0.07341760448842621,1580.0
MEO2,2025-09-04,4,4.269185656385254,1.245462885055481,-1.7178303114888305,-0.028329356483001708,1644.0
MEO2,2025-09-04,5,4.862936135369629,0.6867509237608947,-1.7070207301444091,-0.12052251650069046,1650.0
MEO2,2025-09-04,6,4.567866057035888,1.2371676676219483,-2.170042067937378,-0.05023970437613297,1724.0
MEO2,2025-09-04,7,4.953762529826904,0.8173847239766541,-1.9271809386250611,-0.0791181004598236,1730.0
MEO2,2025-09-04,8,5.048599232266846,0.7396868203922119,-1.8530396969190064,-0.11366800179680252,1740.0
MEO2,2025-09-04,9,4.906260968900635,0.8567803431335449,-2.390876727253601,-0.13748302655823136,1808.0
MEO2,2025-09-04,10,5.255116894640136,0.7781481030905761,-2.028505153663513,-0.021541779219013214,1810.0
MEO2,2025-09-04,11,5.224629753320312,0.7631448094402465,-2.0960727504124144,-0.02419569978972244,1820.0
MEO2,2025-09-04,12,5.321289807197021,0.7798509639596253,-2.023438635336975,-0.044338622379535675,1830.0
MEO2,2025-09-04,13,5.092797451534424,0.5364907423338012,-2.6651387142702028,0.017513267199851995,1899.0
MEO2,2025-09-04,14,5.477044580498047,0.6912294623973083,-2.0749183356525878,-0.0661735792734909,1900.0
MEO2,2025-09-04,15,5.481425387616455,0.6824751863933716,-2.128923831138855,-0.04910966287744141,1910.0
MEO2,2025-09-04,16,5.410863052909668,0.6489092965326233,-2.136958697732605,-0.049522894626766206,1920.0
MEO2,2025-09-06,0,0.2953323197384949,0.7491378982092438,-0.43042176612146,0.01657342453840637,68.0
MEO2,2025-09-06,1,0.1645661741807251,0.015882193629646296,0.07782440969919587,-0.004537684473834038,70.0
MEO2,2025-09-06,2,0.15158100086826323,-0.06650285062019348,0.06916078228922272,0.014906103361404181,80.0
MEO2,2025-09-06,3,0.1734586584398346,-0.08143867568563842,0.08856349781362152,0.014282537586194754,90.0
MEO2,2025-09-06,4,0.10761371249794006,-0.06836052216074372,0.04264017975779724,0.033573183661859754,100.0
MEO2,2025-09-06,5,0.1138152550771103,-0.06962536414285278,0.00807181032289886,0.017928877341700077,110.0
MEO2,2025-09-06,6,-0.1924107338245163,0.39673627372902676,-0.8601068738317929,0.18199658299275565,175.0
MEO2,2025-09-06,7,-0.06496091584339142,-0.17357880231938172,-0.11824563102639007,-0.010866372433596611,180.0
MEO2,2025-09-06,8,-0.021528750524787903,-0.21420050072629548,-0.07459778434998704,-0.009600615182065725,190.0
MEO2,2025-09-06,9,-0.1626252977642746,-0.1428827924479904,-0.15337319488381004,-0.008119702858024597,200.0
MEO2,2025-09-06,10,-0.06073645516382599,-0.25255985890273286,-0.09049909374432755,-0.006686901261204243,210.0
MEO2,2025-09-06,11,-0.04484707893802643,-0.20890310034780885,-0.08167187176572037,0.01217112355731833,220.0
MEO2,2025-09-06,12,-0.16861397779724885,-0.15122375289067078,-0.1575164216304016,0.03097856179623294,230.0
MEO2,2025-09-06,13,-0.1475595491814499,-0.21902948607780456,-0.13953906870048333,0.012289317598056317,240.0
MEO2,2025-09-06,14,-0.2564993126923294,-0.17425918930766296,-0.19923971996540832,0.02848319010323429,250.0
MEO2,2025-09-06,15,-0.7574606979657974,-0.6608826185544434,0.8904121950009632,0.011034252136653905,614.0
MEO2,2025-09-06,16,-0.2830374935680466,-0.4996504190218811,0.07236174340242005,0.10245204939375305,620.0
MEO2,2025-09-06,17,-0.2627745023736954,-0.4955639094785461,0.010691223215711594,0.08251239374146271,630.0
MEO2,2025-09-06,18,-0.2756464233429642,-0.5369587726054077,0.04158145321184731,0.064846835511631,640.0
MEO2,2025-09-06,19,-0.348524827949501,-0.6184201131459045,0.16165813250098993,0.044436943717868806,650.0
MEO2,2025-09-06,20,-0.25340426755216217,-0.5673524144361572,0.012562608215171814,0.046545227864498134,660.0
MEO2,2025-09-06,21,-0.26278275435686493,-0.6039816588388062,0.09560714096510314,0.04603833506416702,670.0
MEO2,2025-09-06,22,-0.959591706845848,-1.1231713068923797,0.22867543272286223,0.022834578231771468,743.0
MEO2,2025-09-06,23,-0.12433465288831329,-0.44259246095570376,-0.1568824540534897,0.06043231290314674,750.0
MEO2,2025-09-06,24,-0.2879278609956894,-0.5180731598538971,-0.1856919152716217,0.07702377308238412,760.0
MEO2,2025-09-06,25,-0.15896707910860441,-0.5559869077118835,-0.12614018120562742,0.041222595767570494,770.0
MEO2,2025-09-06,26,-0.19014575561499786,-0.5157623793815308,-0.24417662655004882,0.04029941667754745,780.0
MEO2,2025-09-06,27,-0.18130656369721984,-0.5155013057361755,-0.22678774256305695,0.03941133354742622,790.0
MEO2,2025-09-06,28,-0.9193118619729614,-1.3052543400693817,-0.7727641950993347,-0.04485453396608352,862.0
MEO2,2025-09-07,0,0.15400766935511018,-0.032937839996307366,0.03036770318554688,0.042099876006568906,1408.0
MEO2,2025-09-07,1,0.12187910118045807,-0.03756922077861023,0.011190303843513494,0.04270740399670028,1418.0
MEO2,2025-09-07,2,0.14346476648326112,-0.02879250092965699,0.018809227069282536,0.0633822317882309,1428.0
MEO2,2025-09-07,3,0.17296844751519014,-0.05247027020691681,0.058394930635993963,0.08150458511445999,1438.0
MEO2,2025-09-07,4,0.12905477400701143,-0.06089951107571411,0.09005821470611572,0.0644651215239296,1448.0
MEO2,2025-09-07,5,0.08954737755859374,-0.01278152303202057,0.14991885659641266,0.06427020688493347,1458.0
MEO2,2025-09-07,6,0.07154142813040923,-0.04604633386423493,0.08371064472973633,0.06634165746185303,1468.0
MEO2,2025-09-07,7,0.09204715857189177,-0.020620510240394588,0.05226667630458068,0.06315074144676208,1478.0
MEO2,2025-09-07,8,0.0886711370924301,0.0029565708424224846,0.059924554396812435,0.0624451350136528,1488.0
MEO2,2025-09-07,9,0.087936025044281,-0.07858532519557954,0.06474504821672059,0.07910250302885055,1498.0
MEO2,2025-09-07,10,0.010302927733001704,-0.023730889114593506,0.09320985922401429,0.07824248231287002,1508.0
MEO2,2025-09-07,11,0.052608695198944094,-0.061332814220352166,0.023802479449584968,0.07479394987091828,1518.0
MEO2,2025-09-07,12,0.06406421174884033,-0.08474989582108307,0.037332613197639475,0.09129373145823289,1528.0
MEO2,2025-09-07,13,0.0845386274245758,-0.10565832656673432,0.029315717366073607,0.07282014205918122,1538.0
MEO2,2025-09-07,14,-0.1492969230618439,-0.06989769816087342,0.07638018601300048,0.07400895835614968,1558.0
MEO2,2025-09-07,15,-0.7325571008368226,0.018872205628807093,-0.11143796471990966,0.04245657549421501,1628.0
MEO2,2025-09-07,16,0.11812465235176087,-0.18220118014697267,-0.12217405020663452,0.07737970161063958,1638.0
MEO2,2025-09-07,17,0.07298325888638305,-0.19483365453475954,-0.1834482919212036,0.03852105673056793,1648.0
MEO2,2025-09-07,18,0.10109132565080262,-0.20419026942649843,-0.17796717991288757,0.03720054935318184,1658.0
MEO2,2025-09-07,19,-0.5837929377313461,-0.3063374127391052,-0.6511173176280212,-0.08142029540477372,1725.0
MEO2,2025-09-07,20,-0.002628352228775027,-0.391800321764328,-0.35384235146202847,0.04796927437052536,1728.0
MEO2,2025-09-07,21,0.12273590594480896,-0.46163885261749266,-0.3236118932272415,0.049502087650041576,1738.0
MEO2,2025-09-07,22,-0.44321955027671434,-0.8250010286071777,-0.6789056960157089,0.030807745098716734,1792.0
MEO2,2025-09-07,23,-0.10073639833525466,-0.8776445048894348,-0.34385632157258605,0.0980847806658535,1798.0
MEO2,2025-09-07,24,0.03607316095988464,-0.85828037602771,-0.13759625469322967,0.08723415369055557,1808.0
MEO2,2025-09-07,25,0.06145952234287262,-0.9520785657378235,0.06614018147294616,0.05183599692318916,1818.0
MEO2,2025-09-07,26,-0.04443565412175751,-0.990888536368988,-0.010468777446167005,0.05482609373066902,1828.0
MEO2,2025-09-07,27,-0.0467896111198883,-1.0712128841259765,0.05089792016911315,0.07529157622585678,1838.0
MEO2,2025-09-07,28,-0.10058949482392121,-1.1212474959822998,0.06743735350563049,0.04319581418111801,1848.0
MEO2,2025-09-07,29,-0.0112487417976532,-1.1051618119002686,0.2217062230378113,0.07794035015229989,1858.0
MEO2,2025-09-07,30,-0.08999368003128051,-1.1635896633809815,0.1484101789016571,0.06258839756116677,1868.0
MEO2,2025-09-07,31,-0.008471101301155089,-1.1476031355696412,0.22517378499064636,0.08192500261192132,1878.0
MEO2,2025-09-07,32,-0.18485281396307374,-1.2494832244915162,0.20623367301660156,0.06370762217041588,1888.0
MEO2,2025-09-07,33,-0.132262144224205,-1.2731627078103638,0.23399293454434203,0.0478759833763237,1898.0
MEO2,2025-09-08,0,-0.24567450573609925,-0.02010665797097777,-0.07303214776722716,0.11159960980419159,1476.0
MEO2,2025-09-08,1,-0.07131704298095703,-0.9220934641633606,0.2231307176756897,0.1530709254858551,1480.0
MEO2,2025-09-08,2,-0.14470977477856445,-0.8180176652049865,0.15810077984215545,0.11921839064681244,1490.0
MEO2,2025-09-08,3,-0.10334503674714661,-0.7872597051587524,0.11481586495607758,0.12023365166011048,1500.0
MEO2,2025-09-08,4,-0.11196152885383606,-0.912879896958313,0.12396667919551087,0.10628471186094665,1510.0
MEO2,2025-09-08,5,-0.1866975614768982,-0.8211711498798523,0.14340842138539886,0.14198658491459656,1520.0
MEO2,2025-09-09,0,0.24040252730445863,0.17056326904043584,0.21990866787982177,0.04968246974145127,68.0
MEO2,2025-09-09,1,0.40972175480647277,-0.45839054546105956,0.7602139506505432,-0.062168106206790925,70.0
