utc_time,actual_3d_norm_m,regime_probability,lead_time_hours,history_span_hours,delta_x_error_m,delta_y_error_m,delta_z_error_m,delta_clock_error_m
2025-09-08 06:55:00,4.519702939227462,0.3529273361668787,7.233333333333333,7.75,-0.23714417248992833,-0.07897232734612797,-0.274185386647149,0.19457398931379755
2025-09-08 07:09:00,10.440141566283883,0.3529273361668787,7.466666666666667,7.75,-0.23623186839036472,-0.07961604929600634,-0.2737857130776806,0.19501715750427592
2025-09-08 07:24:00,6.138880767966923,0.3529273361668787,7.716666666666667,7.75,-0.23548499678021156,-0.08010371273620752,-0.2734155071295789,0.19543170124848896
2025-09-08 07:40:00,32.57683923822061,0.3529273361668787,7.983333333333333,7.75,-0.23500936019329205,-0.08031978330208515,-0.2731228004191213,0.1957561433124659
2025-09-08 07:54:00,0.7258133604460325,0.3529273361668787,8.216666666666667,7.75,-0.23491260053795607,-0.08020336806212307,-0.2730022432743877,0.19588351615966493
2025-09-08 08:09:00,3.352763078269184,0.3529273361668787,8.466666666666667,7.75,-0.23519061985886267,-0.07974274788216508,-0.2730737804832991,0.19578968498725985
2025-09-08 08:24:00,24.045111284532457,0.3529273361668787,8.716666666666667,7.75,-0.23591403302737735,-0.07895558295411342,-0.27340895639064816,0.19539079560826578
2025-09-08 08:40:00,19.151635536494357,0.3529273361668787,8.983333333333333,7.75,-0.23722429222222025,-0.07782914909224027,-0.2740957135961978,0.19456964219872155
2025-09-08 08:55:00,20.006822146068252,0.3529273361668787,9.233333333333333,7.75,-0.23898184452581042,-0.07661343638284018,-0.2750459239672741,0.19340266747072835
2025-09-08 09:09:00,20.716034821507648,0.3529273361668787,9.466666666666667,7.75,-0.2410773797598784,-0.07545428207752168,-0.27616407730211406,0.19197377312072533
2025-09-08 09:24:00,0.6463948057619812,0.3529273361668787,9.716666666666667,7.75,-0.24376662231502078,-0.07431416554444498,-0.27754193389691634,0.19011870708754922
2025-09-08 09:40:00,6.365187752541498,0.3529273361668787,9.983333333333333,7.75,-0.2470422831349736,-0.07335347594021385,-0.2791190492700765,0.1878500831313385
2025-09-08 10:00:00,44.319531067792816,0.3529273361668787,10.316666666666666,7.75,-0.2514809163039457,-0.07271089485968711,-0.2810794934768435,0.1847707340908205
2025-09-08 12:00:00,0.1660782554580015,0.3529273361668787,12.316666666666666,7.75,-0.2650136053481048,-0.08496083982450972,-0.28431415630797635,0.1737584345179947
2025-09-08 14:00:00,10.51514158660254,0.3529273361668787,14.316666666666666,7.75,-0.25284633106889925,-0.09759334855089573,-0.2752557474177311,0.1800962432420521
2025-09-08 16:00:00,2.679392110230723,0.3529273361668787,16.316666666666666,7.75,-0.2553186728688044,-0.09650026377476371,-0.27447170674394317,0.17794489637398417
2025-09-08 16:04:00,62.41184515752466,0.3529273361668787,16.383333333333333,7.75,-0.25578069808422615,-0.09661918970340098,-0.2747487537631333,0.1775337020463051
2025-09-08 16:25:00,37.99741914068469,0.3529273361668787,16.733333333333334,7.75,-0.258373694297854,-0.0973480849233436,-0.27639241479631377,0.17514815732285946
2025-09-08 16:40:00,3.0560517224241783,0.3529273361668787,16.983333333333334,7.75,-0.260273194983525,-0.09791306360491162,-0.27766885981561035,0.17330474298337062
2025-09-08 16:56:00,46.019136486869876,0.3529273361668787,17.25,7.75,-0.26219986708080945,-0.09849392132521044,-0.2790126604174421,0.17132668685016222
2025-09-08 17:10:00,58.06684705331366,0.3529273361668787,17.483333333333334,7.75,-0.2637170772979846,-0.09895490239241232,-0.2801018242349551,0.16966295326714737
2025-09-08 17:25:00,58.93504689092873,0.3529273361668787,17.733333333333334,7.75,-0.26511150284907825,-0.09938817663250321,-0.2811264511430023,0.16801140585918156
2025-09-08 17:41:00,4.033730512299697,0.3529273361668787,18.0,7.75,-0.2663118444442963,-0.09978446963136615,-0.2820296681685139,0.16644140842966304
2025-09-08 17:55:00,62.487005548514674,0.3529273361668787,18.233333333333334,7.75,-0.2671298870157881,-0.10008668359430772,-0.282664376256677,0.16524317248068623
2025-09-08 18:10:00,2.0566913814477656,0.3529273361668787,18.483333333333334,7.75,-0.2678007881803724,-0.10037732588239709,-0.2832125118342652,0.16413667728812173
2025-09-08 18:26:00,1.315006878948362,0.3529273361668787,18.75,7.75,-0.26833502809523635,-0.10065785556664172,-0.28369703103106086,0.16314019023717952
2025-09-08 18:40:00,1.2871263671514486,0.3529273361668787,18.983333333333334,7.75,-0.2686948097526634,-0.10087701113637834,-0.2840803348890835,0.16240467261915947
2025-09-08 18:56:00,0.9245062566183024,0.3529273361668787,19.25,7.75,-0.2690282070796699,-0.10108464935837473,-0.2845109781829085,0.16170036871266857
2025-09-08 19:10:00,1.2817440557553939,0.3529273361668787,19.483333333333334,7.75,-0.2692810141367149,-0.10121298551890894,-0.28489446043796085,0.16119289647568372
2025-09-08 19:26:00,1.4401588956562001,0.3529273361668787,19.75,7.75,-0.26955136797122176,-0.10128075471059886,-0.285326666489766,0.16073356319335172
2025-09-08 19:40:00,0.44092173710814203,0.3529273361668787,19.983333333333334,7.75,-0.2697906919852243,-0.1012637580855644,-0.28566440774640217,0.16044076242599342
2025-09-08 19:56:00,0.5332037960989661,0.3529273361668787,20.25,7.75,-0.2700933075934069,-0.10116295024877323,-0.28594257866687944,0.1602382890087795
2025-09-08 20:10:00,0.2682464210820579,0.3529273361668787,20.483333333333334,7.75,-0.2704116134940639,-0.10102220422365907,-0.2860352951711574,0.1601807906916133
2025-09-08 20:26:00,1.2382536945633547,0.3529273361668787,20.75,7.75,-0.27087848096986766,-0.10083635893458359,-0.2859122975550575,0.160247232663567
2025-09-08 20:40:00,0.4663948469528636,0.3529273361668787,20.983333333333334,7.75,-0.27141503079692797,-0.10068614446995251,-0.2855773785394312,0.16040578359020444
2025-09-08 20:56:00,0.2770879218630637,0.3529273361668787,21.25,7.75,-0.2722134048938294,-0.10056591081011967,-0.28493651218580274,0.16066828520303042
2025-09-08 21:13:00,26.757365107752864,0.3529273361668787,21.533333333333335,7.75,-0.27330050946004414,-0.10053104056524302,-0.2839994068605285,0.16098697862302708
2025-09-08 22:58:00,21.62175449908,0.3529273361668787,23.283333333333335,7.75,-0.2808314990833432,-0.1021293519607785,-0.27876868820755907,0.1601695428282883
2025-09-08 23:00:00,35.243146496957756,0.3529273361668787,23.316666666666666,7.75,-0.28087418112759355,-0.10217369064517207,-0.27876047837625206,0.1600770181658787
2025-09-08 23:10:00,22.547943829099054,0.3529273361668787,23.483333333333334,7.75,-0.2809899932809342,-0.10240242330864957,-0.2787858856812226,0.1595719689110673
2025-09-08 23:26:00,11.544580213425272,0.3529273361668787,23.75,7.75,-0.28085355446720317,-0.10280352037641495,-0.2790394913307096,0.15863104416702525
2025-09-08 23:41:00,1.807361255805663,0.3529273361668787,24.0,7.75,-0.28042359425515884,-0.1032421652395761,-0.2794773133210099,0.15762486518738902
